,Year,StateCode,MSN,Data,Unit
91167,2005,TX,SOEGB,0.0,Billion Btu
91171,2009,TX,SOEGB,0.0,Billion Btu
104824,1960,AZ,WYEGB,0.0,Billion Btu
104829,1965,AZ,WYEGB,0.0,Billion Btu
104834,1970,AZ,WYEGB,0.0,Billion Btu
104839,1975,AZ,WYEGB,0.0,Billion Btu
104844,1980,AZ,WYEGB,0.0,Billion Btu
104849,1985,AZ,WYEGB,0.0,Billion Btu
104854,1990,AZ,WYEGB,0.0,Billion Btu
104859,1995,AZ,WYEGB,0.0,Billion Btu
104864,2000,AZ,WYEGB,0.0,Billion Btu
104869,2005,AZ,WYEGB,0.0,Billion Btu
104873,2009,AZ,WYEGB,288.3592,Billion Btu
104874,1960,CA,WYEGB,0.0,Billion Btu
104879,1965,CA,WYEGB,0.0,Billion Btu
104884,1970,CA,WYEGB,0.0,Billion Btu
104889,1975,CA,WYEGB,0.0,Billion Btu
104894,1980,CA,WYEGB,0.0,Billion Btu
104899,1985,CA,WYEGB,27.83405,Billion Btu
104904,1990,CA,WYEGB,28697.88016,Billion Btu
104909,1995,CA,WYEGB,31830.63818,Billion Btu
104914,2000,CA,WYEGB,35887.35262,Billion Btu
104919,2005,CA,WYEGB,42618.02787,Billion Btu
104923,2009,CA,WYEGB,56996.57722,Billion Btu
104924,1960,NM,WYEGB,0.0,Billion Btu
104929,1965,NM,WYEGB,0.0,Billion Btu
104934,1970,NM,WYEGB,0.0,Billion Btu
104939,1975,NM,WYEGB,0.0,Billion Btu
104944,1980,NM,WYEGB,0.0,Billion Btu
104949,1985,NM,WYEGB,0.0,Billion Btu
104954,1990,NM,WYEGB,0.0,Billion Btu
104959,1995,NM,WYEGB,0.0,Billion Btu
104964,2000,NM,WYEGB,0.0,Billion Btu
104969,2005,NM,WYEGB,7945.50537,Billion Btu
104973,2009,NM,WYEGB,15095.96768,Billion Btu
104974,1960,TX,WYEGB,0.0,Billion Btu
104979,1965,TX,WYEGB,0.0,Billion Btu
104984,1970,TX,WYEGB,0.0,Billion Btu
104989,1975,TX,WYEGB,0.0,Billion Btu
104994,1980,TX,WYEGB,0.0,Billion Btu
104999,1985,TX,WYEGB,0.0,Billion Btu
105004,1990,TX,WYEGB,0.0,Billion Btu
105009,1995,TX,WYEGB,0.0,Billion Btu
105014,2000,TX,WYEGB,5020.38135,Billion Btu
105019,2005,TX,WYEGB,42367.85279,Billion Btu
105023,2009,TX,WYEGB,195454.7653,Billion Btu
