,Year,StateCode,MSN,ratio,Description
40,1961,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
41,1961,CA,NUETB,0.0016074161675908476,Electricity produced from nuclear power.
42,1961,NM,CLTCB,0.9819827775920207,Coal total consumption.
43,1961,NM,BMTCB,1.897938885790939,Biomass total consumption
44,1961,NM,GETCB,0.0,Geothermal energy total consumption.
45,1961,NM,NGTCB,65.10073802017915,Natural gas total consumption (including supplemental gaseous fuels).
46,1961,NM,PMTCB,32.01934031643788,All petroleum products total consumption excluding fuel ethanol.
47,1961,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
48,1961,NM,NUETB,0.0,Electricity produced from nuclear power.
49,1961,TX,CLTCB,0.4080246039444931,Coal total consumption.
50,1961,TX,BMTCB,0.8714917854056836,Biomass total consumption
51,1961,TX,GETCB,0.0,Geothermal energy total consumption.
52,1961,TX,NGTCB,63.47868538530462,Natural gas total consumption (including supplemental gaseous fuels).
53,1961,TX,PMTCB,35.24179822534519,All petroleum products total consumption excluding fuel ethanol.
54,1961,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
55,1961,TX,NUETB,0.0,Electricity produced from nuclear power.
56,1962,AZ,CLTCB,2.0336875582193095,Coal total consumption.
57,1962,AZ,BMTCB,1.1870899160727602,Biomass total consumption
58,1962,AZ,GETCB,0.0,Geothermal energy total consumption.
59,1962,AZ,NGTCB,52.841963572189435,Natural gas total consumption (including supplemental gaseous fuels).
60,1962,AZ,PMTCB,43.9372589535185,All petroleum products total consumption excluding fuel ethanol.
61,1962,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
62,1962,AZ,NUETB,0.0,Electricity produced from nuclear power.
63,1962,CA,CLTCB,1.1361837344431782,Coal total consumption.
64,1962,CA,BMTCB,2.488134422058972,Biomass total consumption
65,1962,CA,GETCB,0.03037031338819448,Geothermal energy total consumption.
66,1962,CA,NGTCB,42.47474904379633,Natural gas total consumption (including supplemental gaseous fuels).
67,1962,CA,PMTCB,53.868161755705636,All petroleum products total consumption excluding fuel ethanol.
68,1962,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
69,1962,CA,NUETB,0.002400730607693846,Electricity produced from nuclear power.
70,1962,NM,CLTCB,0.6606207924909506,Coal total consumption.
71,1962,NM,BMTCB,1.6495285102426052,Biomass total consumption
72,1962,NM,GETCB,0.0,Geothermal energy total consumption.
73,1962,NM,NGTCB,66.60660517077017,Natural gas total consumption (including supplemental gaseous fuels).
74,1962,NM,PMTCB,31.083245526496285,All petroleum products total consumption excluding fuel ethanol.
75,1962,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
76,1962,NM,NUETB,0.0,Electricity produced from nuclear power.
77,1962,TX,CLTCB,0.44062517337104584,Coal total consumption.
78,1962,TX,BMTCB,0.8408071358265568,Biomass total consumption
79,1962,TX,GETCB,0.0,Geothermal energy total consumption.
80,1962,TX,NGTCB,63.35873568866906,Natural gas total consumption (including supplemental gaseous fuels).
81,1962,TX,PMTCB,35.35983200213334,All petroleum products total consumption excluding fuel ethanol.
82,1962,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
83,1962,TX,NUETB,0.0,Electricity produced from nuclear power.
84,1963,AZ,CLTCB,2.5832491710387764,Coal total consumption.
85,1963,AZ,BMTCB,1.2338817397051596,Biomass total consumption
86,1963,AZ,GETCB,0.0,Geothermal energy total consumption.
87,1963,AZ,NGTCB,51.938363295911394,Natural gas total consumption (including supplemental gaseous fuels).
88,1963,AZ,PMTCB,44.24450579334467,All petroleum products total consumption excluding fuel ethanol.
89,1963,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
90,1963,AZ,NUETB,0.0,Electricity produced from nuclear power.
91,1963,CA,CLTCB,1.2498516790383836,Coal total consumption.
92,1963,CA,BMTCB,2.5204847800196255,Biomass total consumption
93,1963,CA,GETCB,0.04770149844744674,Geothermal energy total consumption.
94,1963,CA,NGTCB,43.986305139998564,Natural gas total consumption (including supplemental gaseous fuels).
95,1963,CA,PMTCB,52.13367267705574,All petroleum products total consumption excluding fuel ethanol.
96,1963,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
97,1963,CA,NUETB,0.061984225440246885,Electricity produced from nuclear power.
98,1963,NM,CLTCB,4.146682050694701,Coal total consumption.
99,1963,NM,BMTCB,1.581364006693207,Biomass total consumption
100,1963,NM,GETCB,0.0,Geothermal energy total consumption.
101,1963,NM,NGTCB,63.102706487184335,Natural gas total consumption (including supplemental gaseous fuels).
102,1963,NM,PMTCB,31.16924745542777,All petroleum products total consumption excluding fuel ethanol.
103,1963,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
104,1963,NM,NUETB,0.0,Electricity produced from nuclear power.
105,1963,TX,CLTCB,0.39474221093625744,Coal total consumption.
106,1963,TX,BMTCB,0.7763611805185036,Biomass total consumption
107,1963,TX,GETCB,0.0,Geothermal energy total consumption.
108,1963,TX,NGTCB,62.67943240531446,Natural gas total consumption (including supplemental gaseous fuels).
109,1963,TX,PMTCB,36.14946420323078,All petroleum products total consumption excluding fuel ethanol.
110,1963,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
111,1963,TX,NUETB,0.0,Electricity produced from nuclear power.
112,1964,AZ,CLTCB,2.713410502650814,Coal total consumption.
113,1964,AZ,BMTCB,1.2189109313641218,Biomass total consumption
114,1964,AZ,GETCB,0.0,Geothermal energy total consumption.
115,1964,AZ,NGTCB,52.052968505529705,Natural gas total consumption (including supplemental gaseous fuels).
116,1964,AZ,PMTCB,44.01471006045536,All petroleum products total consumption excluding fuel ethanol.
117,1964,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
118,1964,AZ,NUETB,0.0,Electricity produced from nuclear power.
119,1964,CA,CLTCB,1.3389433322771298,Coal total consumption.
120,1964,CA,BMTCB,2.453347779879073,Biomass total consumption
121,1964,CA,GETCB,0.053137808408701824,Geothermal energy total consumption.
122,1964,CA,NGTCB,45.291465219201626,Natural gas total consumption (including supplemental gaseous fuels).
123,1964,CA,PMTCB,50.75421844809913,All petroleum products total consumption excluding fuel ethanol.
124,1964,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
125,1964,CA,NUETB,0.10888741213434211,Electricity produced from nuclear power.
126,1964,NM,CLTCB,8.005148813220169,Coal total consumption.
127,1964,NM,BMTCB,1.5873878325196253,Biomass total consumption
128,1964,NM,GETCB,0.0,Geothermal energy total consumption.
129,1964,NM,NGTCB,58.0331778852899,Natural gas total consumption (including supplemental gaseous fuels).
130,1964,NM,PMTCB,32.37428546897032,All petroleum products total consumption excluding fuel ethanol.
131,1964,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
132,1964,NM,NUETB,0.0,Electricity produced from nuclear power.
133,1964,TX,CLTCB,0.5271420471054934,Coal total consumption.
134,1964,TX,BMTCB,0.7864720159066496,Biomass total consumption
135,1964,TX,GETCB,0.0,Geothermal energy total consumption.
136,1964,TX,NGTCB,61.10067359043031,Natural gas total consumption (including supplemental gaseous fuels).
137,1964,TX,PMTCB,37.58571234655753,All petroleum products total consumption excluding fuel ethanol.
138,1964,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
139,1964,TX,NUETB,0.0,Electricity produced from nuclear power.
140,1965,AZ,CLTCB,2.1786198163114756,Coal total consumption.
141,1965,AZ,BMTCB,1.1450874809493705,Biomass total consumption
142,1965,AZ,GETCB,0.0,Geothermal energy total consumption.
143,1965,AZ,NGTCB,51.46033483849565,Natural gas total consumption (including supplemental gaseous fuels).
144,1965,AZ,PMTCB,45.21595786424351,All petroleum products total consumption excluding fuel ethanol.
145,1965,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
146,1965,AZ,NUETB,0.0,Electricity produced from nuclear power.
147,1965,CA,CLTCB,1.5619432871996568,Coal total consumption.
148,1965,CA,BMTCB,2.390701423789029,Biomass total consumption
149,1965,CA,GETCB,0.048503054702950875,Geothermal energy total consumption.
150,1965,CA,NGTCB,44.465561453514795,Natural gas total consumption (including supplemental gaseous fuels).
151,1965,CA,PMTCB,51.45499397415296,All petroleum products total consumption excluding fuel ethanol.
152,1965,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
153,1965,CA,NUETB,0.0782968066406108,Electricity produced from nuclear power.
154,1965,NM,CLTCB,10.99257367423719,Coal total consumption.
155,1965,NM,BMTCB,1.3969819074943897,Biomass total consumption
156,1965,NM,GETCB,0.0,Geothermal energy total consumption.
157,1965,NM,NGTCB,55.67462817944325,Natural gas total consumption (including supplemental gaseous fuels).
158,1965,NM,PMTCB,31.935816238825154,All petroleum products total consumption excluding fuel ethanol.
159,1965,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
160,1965,NM,NUETB,0.0,Electricity produced from nuclear power.
161,1965,TX,CLTCB,0.5654599261328713,Coal total consumption.
162,1965,TX,BMTCB,0.7982425171029042,Biomass total consumption
163,1965,TX,GETCB,0.0,Geothermal energy total consumption.
164,1965,TX,NGTCB,61.64632059411701,Natural gas total consumption (including supplemental gaseous fuels).
165,1965,TX,PMTCB,36.98997696264722,All petroleum products total consumption excluding fuel ethanol.
166,1965,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
167,1965,TX,NUETB,0.0,Electricity produced from nuclear power.
168,1966,AZ,CLTCB,2.137939644048742,Coal total consumption.
169,1966,AZ,BMTCB,1.0669386975545812,Biomass total consumption
170,1966,AZ,GETCB,0.0,Geothermal energy total consumption.
171,1966,AZ,NGTCB,50.58609533580133,Natural gas total consumption (including supplemental gaseous fuels).
172,1966,AZ,PMTCB,46.20902632259535,All petroleum products total consumption excluding fuel ethanol.
173,1966,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
174,1966,AZ,NUETB,0.0,Electricity produced from nuclear power.
175,1966,CA,CLTCB,1.1786536253249573,Coal total consumption.
176,1966,CA,BMTCB,2.303366986377806,Biomass total consumption
177,1966,CA,GETCB,0.04479624079388374,Geothermal energy total consumption.
178,1966,CA,NGTCB,45.354733437838156,Natural gas total consumption (including supplemental gaseous fuels).
179,1966,CA,PMTCB,51.07508180426849,All petroleum products total consumption excluding fuel ethanol.
180,1966,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
181,1966,CA,NUETB,0.043367905396701704,Electricity produced from nuclear power.
182,1966,NM,CLTCB,8.883401310806121,Coal total consumption.
183,1966,NM,BMTCB,1.3203548989208778,Biomass total consumption
184,1966,NM,GETCB,0.0,Geothermal energy total consumption.
185,1966,NM,NGTCB,59.349841029073524,Natural gas total consumption (including supplemental gaseous fuels).
186,1966,NM,PMTCB,30.446402761199476,All petroleum products total consumption excluding fuel ethanol.
187,1966,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
188,1966,NM,NUETB,0.0,Electricity produced from nuclear power.
189,1966,TX,CLTCB,0.509473070111879,Coal total consumption.
190,1966,TX,BMTCB,0.8011618134805044,Biomass total consumption
191,1966,TX,GETCB,0.0,Geothermal energy total consumption.
192,1966,TX,NGTCB,62.2902718891685,Natural gas total consumption (including supplemental gaseous fuels).
193,1966,TX,PMTCB,36.39909322723913,All petroleum products total consumption excluding fuel ethanol.
194,1966,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
195,1966,TX,NUETB,0.0,Electricity produced from nuclear power.
196,1967,AZ,CLTCB,2.061795290650402,Coal total consumption.
197,1967,AZ,BMTCB,1.1997471557606176,Biomass total consumption
198,1967,AZ,GETCB,0.0,Geothermal energy total consumption.
199,1967,AZ,NGTCB,48.529504131029036,Natural gas total consumption (including supplemental gaseous fuels).
200,1967,AZ,PMTCB,48.20895342255994,All petroleum products total consumption excluding fuel ethanol.
201,1967,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
202,1967,AZ,NUETB,0.0,Electricity produced from nuclear power.
203,1967,CA,CLTCB,1.2045371396375057,Coal total consumption.
204,1967,CA,BMTCB,2.274816151145938,Biomass total consumption
205,1967,CA,GETCB,0.07367431129327624,Geothermal energy total consumption.
206,1967,CA,NGTCB,45.742776829527344,Natural gas total consumption (including supplemental gaseous fuels).
207,1967,CA,PMTCB,50.559008025203156,All petroleum products total consumption excluding fuel ethanol.
208,1967,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
209,1967,CA,NUETB,0.14518754319278465,Electricity produced from nuclear power.
210,1967,NM,CLTCB,9.683706929139676,Coal total consumption.
211,1967,NM,BMTCB,1.165298004011128,Biomass total consumption
212,1967,NM,GETCB,0.0,Geothermal energy total consumption.
213,1967,NM,NGTCB,61.50827156352467,Natural gas total consumption (including supplemental gaseous fuels).
214,1967,NM,PMTCB,27.642723503324518,All petroleum products total consumption excluding fuel ethanol.
215,1967,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
216,1967,NM,NUETB,0.0,Electricity produced from nuclear power.
217,1967,TX,CLTCB,0.4085981779614463,Coal total consumption.
218,1967,TX,BMTCB,0.7625610772390649,Biomass total consumption
219,1967,TX,GETCB,0.0,Geothermal energy total consumption.
220,1967,TX,NGTCB,63.20284134702442,Natural gas total consumption (including supplemental gaseous fuels).
221,1967,TX,PMTCB,35.62599939777507,All petroleum products total consumption excluding fuel ethanol.
222,1967,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
223,1967,TX,NUETB,0.0,Electricity produced from nuclear power.
224,1968,AZ,CLTCB,2.081843914536593,Coal total consumption.
225,1968,AZ,BMTCB,1.0610363401305705,Biomass total consumption
226,1968,AZ,GETCB,0.0,Geothermal energy total consumption.
227,1968,AZ,NGTCB,48.6013412291701,Natural gas total consumption (including supplemental gaseous fuels).
228,1968,AZ,PMTCB,48.25577851616274,All petroleum products total consumption excluding fuel ethanol.
229,1968,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
230,1968,AZ,NUETB,0.0,Electricity produced from nuclear power.
231,1968,CA,CLTCB,1.189184582406813,Coal total consumption.
232,1968,CA,BMTCB,2.3001985592239893,Biomass total consumption
233,1968,CA,GETCB,0.09452710424225444,Geothermal energy total consumption.
234,1968,CA,NGTCB,45.6240429452452,Natural gas total consumption (including supplemental gaseous fuels).
235,1968,CA,PMTCB,50.437372777049795,All petroleum products total consumption excluding fuel ethanol.
236,1968,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
237,1968,CA,NUETB,0.3546740318319549,Electricity produced from nuclear power.
238,1968,NM,CLTCB,8.987170830589115,Coal total consumption.
239,1968,NM,BMTCB,1.0999061124398222,Biomass total consumption
240,1968,NM,GETCB,0.0,Geothermal energy total consumption.
241,1968,NM,NGTCB,59.88409123000097,Natural gas total consumption (including supplemental gaseous fuels).
242,1968,NM,PMTCB,30.02883182697009,All petroleum products total consumption excluding fuel ethanol.
243,1968,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
244,1968,NM,NUETB,0.0,Electricity produced from nuclear power.
245,1968,TX,CLTCB,0.4084511294619956,Coal total consumption.
246,1968,TX,BMTCB,0.8031174734749439,Biomass total consumption
247,1968,TX,GETCB,0.0,Geothermal energy total consumption.
248,1968,TX,NGTCB,62.696385726680816,Natural gas total consumption (including supplemental gaseous fuels).
249,1968,TX,PMTCB,36.09204567038224,All petroleum products total consumption excluding fuel ethanol.
250,1968,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
251,1968,TX,NUETB,0.0,Electricity produced from nuclear power.
252,1969,AZ,CLTCB,1.9746626842764599,Coal total consumption.
253,1969,AZ,BMTCB,1.034074373583346,Biomass total consumption
254,1969,AZ,GETCB,0.0,Geothermal energy total consumption.
255,1969,AZ,NGTCB,49.5540651938956,Natural gas total consumption (including supplemental gaseous fuels).
256,1969,AZ,PMTCB,47.4371977482446,All petroleum products total consumption excluding fuel ethanol.
257,1969,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
258,1969,AZ,NUETB,0.0,Electricity produced from nuclear power.
259,1969,CA,CLTCB,1.2320017488007144,Coal total consumption.
260,1969,CA,BMTCB,2.385839298708517,Biomass total consumption
261,1969,CA,GETCB,0.13179537068899502,Geothermal energy total consumption.
262,1969,CA,NGTCB,44.94271132362411,Natural gas total consumption (including supplemental gaseous fuels).
263,1969,CA,PMTCB,50.75092646436077,All petroleum products total consumption excluding fuel ethanol.
264,1969,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
265,1969,CA,NUETB,0.556725793816916,Electricity produced from nuclear power.
266,1969,NM,CLTCB,10.4841494613751,Coal total consumption.
267,1969,NM,BMTCB,1.0466796650278454,Biomass total consumption
268,1969,NM,GETCB,0.0,Geothermal energy total consumption.
269,1969,NM,NGTCB,57.73590840028724,Natural gas total consumption (including supplemental gaseous fuels).
270,1969,NM,PMTCB,30.733262473309807,All petroleum products total consumption excluding fuel ethanol.
271,1969,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
272,1969,NM,NUETB,0.0,Electricity produced from nuclear power.
273,1969,TX,CLTCB,0.3864627023142203,Coal total consumption.
274,1969,TX,BMTCB,0.7850736676173314,Biomass total consumption
275,1969,TX,GETCB,0.0,Geothermal energy total consumption.
276,1969,TX,NGTCB,61.86674947208747,Natural gas total consumption (including supplemental gaseous fuels).
277,1969,TX,PMTCB,36.96171415798098,All petroleum products total consumption excluding fuel ethanol.
278,1969,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
279,1969,TX,NUETB,0.0,Electricity produced from nuclear power.
280,1970,AZ,CLTCB,2.002485824814483,Coal total consumption.
281,1970,AZ,BMTCB,1.0077256734106546,Biomass total consumption
282,1970,AZ,GETCB,0.0,Geothermal energy total consumption.
283,1970,AZ,NGTCB,47.463389694931166,Natural gas total consumption (including supplemental gaseous fuels).
284,1970,AZ,PMTCB,49.5263988068437,All petroleum products total consumption excluding fuel ethanol.
285,1970,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
286,1970,AZ,NUETB,0.0,Electricity produced from nuclear power.
287,1970,CA,CLTCB,1.2416748871011392,Coal total consumption.
288,1970,CA,BMTCB,2.3470679495414797,Biomass total consumption
289,1970,CA,GETCB,0.11071087947929238,Geothermal energy total consumption.
290,1970,CA,NGTCB,45.02333863755642,Natural gas total consumption (including supplemental gaseous fuels).
291,1970,CA,PMTCB,50.586671888573406,All petroleum products total consumption excluding fuel ethanol.
292,1970,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
293,1970,CA,NUETB,0.6905357577482631,Electricity produced from nuclear power.
294,1970,NM,CLTCB,17.984851264262723,Coal total consumption.
295,1970,NM,BMTCB,0.8790749943686399,Biomass total consumption
296,1970,NM,GETCB,0.0,Geothermal energy total consumption.
297,1970,NM,NGTCB,52.937624874898326,Natural gas total consumption (including supplemental gaseous fuels).
298,1970,NM,PMTCB,28.198448866470315,All petroleum products total consumption excluding fuel ethanol.
299,1970,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
300,1970,NM,NUETB,0.0,Electricity produced from nuclear power.
301,1970,TX,CLTCB,0.45540831915086366,Coal total consumption.
302,1970,TX,BMTCB,0.7727599765355191,Biomass total consumption
303,1970,TX,GETCB,0.0,Geothermal energy total consumption.
304,1970,TX,NGTCB,62.225192306957254,Natural gas total consumption (including supplemental gaseous fuels).
305,1970,TX,PMTCB,36.54663939735635,All petroleum products total consumption excluding fuel ethanol.
306,1970,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
307,1970,TX,NUETB,0.0,Electricity produced from nuclear power.
308,1971,AZ,CLTCB,1.9275311252901213,Coal total consumption.
309,1971,AZ,BMTCB,0.9829700176881271,Biomass total consumption
310,1971,AZ,GETCB,0.0,Geothermal energy total consumption.
311,1971,AZ,NGTCB,49.0568534733916,Natural gas total consumption (including supplemental gaseous fuels).
312,1971,AZ,PMTCB,48.032645383630154,All petroleum products total consumption excluding fuel ethanol.
313,1971,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
314,1971,AZ,NUETB,0.0,Electricity produced from nuclear power.
315,1971,CA,CLTCB,0.9902662367063763,Coal total consumption.
316,1971,CA,BMTCB,2.314246583485931,Biomass total consumption
317,1971,CA,GETCB,0.11140854394323918,Geothermal energy total consumption.
318,1971,CA,NGTCB,43.97304556481386,Natural gas total consumption (including supplemental gaseous fuels).
319,1971,CA,PMTCB,51.87073235936003,All petroleum products total consumption excluding fuel ethanol.
320,1971,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
321,1971,CA,NUETB,0.7403007116905659,Electricity produced from nuclear power.
322,1971,NM,CLTCB,21.017917742927096,Coal total consumption.
323,1971,NM,BMTCB,0.8148425975085858,Biomass total consumption
324,1971,NM,GETCB,0.0,Geothermal energy total consumption.
325,1971,NM,NGTCB,50.80130028305366,Natural gas total consumption (including supplemental gaseous fuels).
326,1971,NM,PMTCB,27.36593937651065,All petroleum products total consumption excluding fuel ethanol.
327,1971,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
328,1971,NM,NUETB,0.0,Electricity produced from nuclear power.
329,1971,TX,CLTCB,0.33860555077365434,Coal total consumption.
330,1971,TX,BMTCB,0.7216391413093046,Biomass total consumption
331,1971,TX,GETCB,0.0,Geothermal energy total consumption.
332,1971,TX,NGTCB,63.116851395939634,Natural gas total consumption (including supplemental gaseous fuels).
333,1971,TX,PMTCB,35.82290391197742,All petroleum products total consumption excluding fuel ethanol.
334,1971,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
335,1971,TX,NUETB,0.0,Electricity produced from nuclear power.
336,1972,AZ,CLTCB,1.4615798899253611,Coal total consumption.
337,1972,AZ,BMTCB,0.9291618498912768,Biomass total consumption
338,1972,AZ,GETCB,0.0,Geothermal energy total consumption.
339,1972,AZ,NGTCB,46.892154891996455,Natural gas total consumption (including supplemental gaseous fuels).
340,1972,AZ,PMTCB,50.71710336818691,All petroleum products total consumption excluding fuel ethanol.
341,1972,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
342,1972,AZ,NUETB,0.0,Electricity produced from nuclear power.
343,1972,CA,CLTCB,0.8983301888837746,Coal total consumption.
344,1972,CA,BMTCB,2.416518713496775,Biomass total consumption
345,1972,CA,GETCB,0.2854577283401668,Geothermal energy total consumption.
346,1972,CA,NGTCB,43.6095801257047,Natural gas total consumption (including supplemental gaseous fuels).
347,1972,CA,PMTCB,52.14140425048879,All petroleum products total consumption excluding fuel ethanol.
348,1972,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
349,1972,CA,NUETB,0.6487089930857859,Electricity produced from nuclear power.
350,1972,NM,CLTCB,20.161735041490665,Coal total consumption.
351,1972,NM,BMTCB,0.7386494401235553,Biomass total consumption
352,1972,NM,GETCB,0.0,Geothermal energy total consumption.
353,1972,NM,NGTCB,50.79178350469677,Natural gas total consumption (including supplemental gaseous fuels).
354,1972,NM,PMTCB,28.307832013689016,All petroleum products total consumption excluding fuel ethanol.
355,1972,NM,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
356,1972,NM,NUETB,0.0,Electricity produced from nuclear power.
357,1972,TX,CLTCB,0.6699607448942355,Coal total consumption.
358,1972,TX,BMTCB,0.7876078717274443,Biomass total consumption
359,1972,TX,GETCB,0.0,Geothermal energy total consumption.
360,1972,TX,NGTCB,60.5524170816135,Natural gas total consumption (including supplemental gaseous fuels).
361,1972,TX,PMTCB,37.99001430176482,All petroleum products total consumption excluding fuel ethanol.
362,1972,TX,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
363,1972,TX,NUETB,0.0,Electricity produced from nuclear power.
364,1973,AZ,CLTCB,1.7519282375499077,Coal total consumption.
365,1973,AZ,BMTCB,0.8072513093327455,Biomass total consumption
366,1973,AZ,GETCB,0.0,Geothermal energy total consumption.
367,1973,AZ,NGTCB,39.94245028034189,Natural gas total consumption (including supplemental gaseous fuels).
368,1973,AZ,PMTCB,57.498370172775445,All petroleum products total consumption excluding fuel ethanol.
369,1973,AZ,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
370,1973,AZ,NUETB,0.0,Electricity produced from nuclear power.
371,1973,CA,CLTCB,1.2239179910071099,Coal total consumption.
372,1973,CA,BMTCB,2.378549117188294,Biomass total consumption
373,1973,CA,GETCB,0.373298832616064,Geothermal energy total consumption.
374,1973,CA,NGTCB,39.37473486907099,Natural gas total consumption (including supplemental gaseous fuels).
375,1973,CA,PMTCB,56.12507491740356,All petroleum products total consumption excluding fuel ethanol.
376,1973,CA,SOTCB,0.0,Photovoltaic and solar thermal energy total consumption.
377,1973,CA,NUETB,0.5244242727139667,Electricity produced from nuclear power.
378,1973,NM,CLTCB,22.245102977861546,Coal total consumption.
