,Year,StateCode,MSN,Data,Unit
4910,2000,TX,BMTCB,87162.14782,Billion Btu
4915,2005,TX,BMTCB,81539.61821,Billion Btu
4919,2009,TX,BMTCB,148263.5744,Billion Btu
11880,1960,AZ,CLTCB,209.57935,Billion Btu
11885,1965,AZ,CLTCB,7030.44355,Billion Btu
11890,1970,AZ,CLTCB,8622.9298,Billion Btu
11895,1975,AZ,CLTCB,92448.56979,Billion Btu
11900,1980,AZ,CLTCB,244994.3448,Billion Btu
11905,1985,AZ,CLTCB,342012.7337,Billion Btu
11910,1990,AZ,CLTCB,343414.509,Billion Btu
11915,1995,AZ,CLTCB,342889.3714,Billion Btu
11920,2000,AZ,CLTCB,432810.0454,Billion Btu
11925,2005,AZ,CLTCB,428444.8054,Billion Btu
11929,2009,AZ,CLTCB,413259.9226,Billion Btu
11930,1960,CA,CLTCB,35903.06676,Billion Btu
11935,1965,CA,CLTCB,63692.80664,Billion Btu
11940,1970,CA,CLTCB,61811.50474,Billion Btu
11945,1975,CA,CLTCB,56405.23,Billion Btu
11950,1980,CA,CLTCB,66169.6168,Billion Btu
11955,1985,CA,CLTCB,45264.37754,Billion Btu
11960,1990,CA,CLTCB,84159.70697,Billion Btu
11965,1995,CA,CLTCB,84323.12291,Billion Btu
11970,2000,CA,CLTCB,70011.69418,Billion Btu
11975,2005,CA,CLTCB,67422.33819,Billion Btu
11979,2009,CA,CLTCB,52403.09775,Billion Btu
11980,1960,NM,CLTCB,4064.49554,Billion Btu
11985,1965,NM,CLTCB,44277.1291,Billion Btu
11990,1970,NM,CLTCB,99380.42098,Billion Btu
11995,1975,NM,CLTCB,132535.212,Billion Btu
12000,1980,NM,CLTCB,202870.412,Billion Btu
12005,1985,NM,CLTCB,268374.4625,Billion Btu
12010,1990,NM,CLTCB,275661.3811,Billion Btu
12015,1995,NM,CLTCB,275216.5085,Billion Btu
12020,2000,NM,CLTCB,305512.8733,Billion Btu
12025,2005,NM,CLTCB,317916.0977,Billion Btu
12029,2009,NM,CLTCB,306161.5315,Billion Btu
12030,1960,TX,CLTCB,24973.50023,Billion Btu
12035,1965,TX,CLTCB,29182.3709,Billion Btu
12040,1970,TX,CLTCB,30766.97153,Billion Btu
12045,1975,TX,CLTCB,196171.6773,Billion Btu
12050,1980,TX,CLTCB,734144.6213,Billion Btu
12055,1985,TX,CLTCB,1148998.132,Billion Btu
12060,1990,TX,CLTCB,1333670.519,Billion Btu
12065,1995,TX,CLTCB,1364800.239,Billion Btu
12070,2000,TX,CLTCB,1548184.286,Billion Btu
12075,2005,TX,CLTCB,1627863.257,Billion Btu
12079,2009,TX,CLTCB,1497854.311,Billion Btu
33092,1960,AZ,GETCB,0.0,Billion Btu
33097,1965,AZ,GETCB,0.0,Billion Btu
33102,1970,AZ,GETCB,0.0,Billion Btu
33107,1975,AZ,GETCB,0.0,Billion Btu
33112,1980,AZ,GETCB,0.0,Billion Btu
33117,1985,AZ,GETCB,0.0,Billion Btu
33122,1990,AZ,GETCB,235.70453,Billion Btu
33127,1995,AZ,GETCB,236.85549,Billion Btu
33132,2000,AZ,GETCB,286.2,Billion Btu
33137,2005,AZ,GETCB,282.94431,Billion Btu
33141,2009,AZ,GETCB,329.09862,Billion Btu
33142,1960,CA,GETCB,359.03968,Billion Btu
33147,1965,CA,GETCB,1977.85394,Billion Btu
33152,1970,CA,GETCB,5511.2704,Billion Btu
33157,1975,CA,GETCB,33779.66583,Billion Btu
33162,1980,CA,GETCB,52699.14465,Billion Btu
33167,1985,CA,GETCB,96079.59621,Billion Btu
33172,1990,CA,GETCB,152147.484,Billion Btu
33177,1995,CA,GETCB,120056.8554,Billion Btu
33182,2000,CA,GETCB,127599.7127,Billion Btu
33187,2005,CA,GETCB,132375.377,Billion Btu
33191,2009,CA,GETCB,127461.1205,Billion Btu
33192,1960,NM,GETCB,0.0,Billion Btu
33197,1965,NM,GETCB,0.0,Billion Btu
33202,1970,NM,GETCB,0.0,Billion Btu
33207,1975,NM,GETCB,0.0,Billion Btu
33212,1980,NM,GETCB,0.0,Billion Btu
33217,1985,NM,GETCB,0.0,Billion Btu
33222,1990,NM,GETCB,117.28053,Billion Btu
33227,1995,NM,GETCB,158.53529,Billion Btu
33232,2000,NM,GETCB,687.9,Billion Btu
33237,2005,NM,GETCB,690.1241,Billion Btu
33241,2009,NM,GETCB,317.06702,Billion Btu
33242,1960,TX,GETCB,0.0,Billion Btu
33247,1965,TX,GETCB,0.0,Billion Btu
33252,1970,TX,GETCB,0.0,Billion Btu
33257,1975,TX,GETCB,0.0,Billion Btu
33262,1980,TX,GETCB,0.0,Billion Btu
33267,1985,TX,GETCB,0.0,Billion Btu
33272,1990,TX,GETCB,236.37632,Billion Btu
33277,1995,TX,GETCB,370.3163,Billion Btu
33282,2000,TX,GETCB,562.0,Billion Btu
33287,2005,TX,GETCB,1161.03664,Billion Btu
33291,2009,TX,GETCB,2057.02446,Billion Btu
62732,1960,AZ,NGTCB,140274.585,Billion Btu
62737,1965,AZ,NGTCB,166063.384,Billion Btu
62742,1970,AZ,NGTCB,204382.7089,Billion Btu
62747,1975,AZ,NGTCB,164345.6261,Billion Btu
62752,1980,AZ,NGTCB,173977.1714,Billion Btu
62757,1985,AZ,NGTCB,137315.0258,Billion Btu
62762,1990,AZ,NGTCB,130781.2465,Billion Btu
62767,1995,AZ,NGTCB,127944.6977,Billion Btu
62772,2000,AZ,NGTCB,208137.0766,Billion Btu
62777,2005,AZ,NGTCB,329301.673,Billion Btu
62781,2009,AZ,NGTCB,376674.7907,Billion Btu
62782,1960,CA,NGTCB,1301826.105,Billion Btu
62787,1965,CA,NGTCB,1813213.342,Billion Btu
62792,1970,CA,NGTCB,2241295.478,Billion Btu
62797,1975,CA,NGTCB,1937321.759,Billion Btu
62802,1980,CA,NGTCB,1890886.554,Billion Btu
62807,1985,CA,NGTCB,1925458.889,Billion Btu
62812,1990,CA,NGTCB,2101602.035,Billion Btu
62817,1995,CA,NGTCB,2109955.873,Billion Btu
62822,2000,CA,NGTCB,2456438.192,Billion Btu
62827,2005,CA,NGTCB,2304462.868,Billion Btu
62831,2009,CA,NGTCB,2391376.808,Billion Btu
62832,1960,NM,NGTCB,207301.185,Billion Btu
62837,1965,NM,NGTCB,224252.552,Billion Btu
62842,1970,NM,NGTCB,292521.9324,Billion Btu
62847,1975,NM,NGTCB,255637.1358,Billion Btu
62852,1980,NM,NGTCB,231330.1814,Billion Btu
62857,1985,NM,NGTCB,162311.5483,Billion Btu
62862,1990,NM,NGTCB,251469.9307,Billion Btu
62867,1995,NM,NGTCB,219475.7233,Billion Btu
62872,2000,NM,NGTCB,259018.0439,Billion Btu
62877,2005,NM,NGTCB,225351.9866,Billion Btu
62881,2009,NM,NGTCB,247119.5569,Billion Btu
62882,1960,TX,NGTCB,2815482.555,Billion Btu
62887,1965,TX,NGTCB,3181455.854,Billion Btu
62892,1970,TX,NGTCB,4203877.355,Billion Btu
62897,1975,TX,NGTCB,4046930.491,Billion Btu
62902,1980,TX,NGTCB,4226104.775,Billion Btu
62907,1985,TX,NGTCB,3514372.642,Billion Btu
62912,1990,TX,NGTCB,3877832.712,Billion Btu
62917,1995,TX,NGTCB,4037538.724,Billion Btu
62922,2000,TX,NGTCB,4550105.655,Billion Btu
62927,2005,TX,NGTCB,3625116.415,Billion Btu
62931,2009,TX,NGTCB,3462210.402,Billion Btu
66892,1960,AZ,NUETB,0.0,Billion Btu
66897,1965,AZ,NUETB,0.0,Billion Btu
66902,1970,AZ,NUETB,0.0,Billion Btu
66907,1975,AZ,NUETB,0.0,Billion Btu
66912,1980,AZ,NUETB,0.0,Billion Btu
66917,1985,AZ,NUETB,12004.66574,Billion Btu
66922,1990,AZ,NUETB,217964.745,Billion Btu
66927,1995,AZ,NUETB,283526.2151,Billion Btu
66932,2000,AZ,NUETB,316838.975,Billion Btu
66937,2005,AZ,NUETB,269326.5065,Billion Btu
66941,2009,AZ,NUETB,320722.9615,Billion Btu
66942,1960,CA,NUETB,0.51168,Billion Btu
66947,1965,CA,NUETB,3192.78133,Billion Btu
66952,1970,CA,NUETB,34375.38659,Billion Btu
66957,1975,CA,NUETB,66855.44071,Billion Btu
66962,1980,CA,NUETB,53664.94933,Billion Btu
66967,1985,CA,NUETB,209564.9433,Billion Btu
66972,1990,CA,NUETB,345955.2837,Billion Btu
66977,1995,CA,NUETB,317794.0496,Billion Btu
66982,2000,CA,NUETB,366845.3417,Billion Btu
66987,2005,CA,NUETB,377312.5155,Billion Btu
66991,2009,CA,NUETB,332249.3898,Billion Btu
66992,1960,NM,NUETB,0.0,Billion Btu
66997,1965,NM,NUETB,0.0,Billion Btu
67002,1970,NM,NUETB,0.0,Billion Btu
67007,1975,NM,NUETB,0.0,Billion Btu
67012,1980,NM,NUETB,0.0,Billion Btu
67017,1985,NM,NUETB,0.0,Billion Btu
67022,1990,NM,NUETB,0.0,Billion Btu
67027,1995,NM,NUETB,0.0,Billion Btu
67032,2000,NM,NUETB,0.0,Billion Btu
67037,2005,NM,NUETB,0.0,Billion Btu
67041,2009,NM,NUETB,0.0,Billion Btu
67042,1960,TX,NUETB,0.0,Billion Btu
67047,1965,TX,NUETB,0.0,Billion Btu
67052,1970,TX,NUETB,0.0,Billion Btu
67057,1975,TX,NUETB,0.0,Billion Btu
67062,1980,TX,NUETB,0.0,Billion Btu
67067,1985,TX,NUETB,0.0,Billion Btu
67072,1990,TX,NUETB,167822.6682,Billion Btu
67077,1995,TX,NUETB,379841.9718,Billion Btu
67082,2000,TX,NUETB,391669.5112,Billion Btu
67087,2005,TX,NUETB,398994.297,Billion Btu
67091,2009,TX,NUETB,434065.0738,Billion Btu
81252,1960,AZ,PMTCB,121479.9737,Billion Btu
81257,1965,AZ,PMTCB,145912.6723,Billion Btu
81262,1970,AZ,PMTCB,213266.2588,Billion Btu
81267,1975,AZ,PMTCB,306741.7805,Billion Btu
81272,1980,AZ,PMTCB,301248.1394,Billion Btu
81277,1985,AZ,PMTCB,316908.9021,Billion Btu
81282,1990,AZ,PMTCB,347127.6117,Billion Btu
81287,1995,AZ,PMTCB,408050.8462,Billion Btu
81292,2000,AZ,PMTCB,511434.6574,Billion Btu
81297,2005,AZ,PMTCB,577544.9484,Billion Btu
81301,2009,AZ,PMTCB,520822.3276,Billion Btu
81302,1960,CA,PMTCB,1838667.342,Billion Btu
81307,1965,CA,PMTCB,2098227.899,Billion Btu
81312,1970,CA,PMTCB,2518242.369,Billion Btu
81317,1975,CA,PMTCB,2997279.259,Billion Btu
81322,1980,CA,PMTCB,3509565.923,Billion Btu
81327,1985,CA,PMTCB,3148547.664,Billion Btu
81332,1990,CA,PMTCB,3538334.141,Billion Btu
81337,1995,CA,PMTCB,3339422.545,Billion Btu
81342,2000,CA,PMTCB,3588427.106,Billion Btu
81347,2005,CA,PMTCB,3785846.076,Billion Btu
81351,2009,CA,PMTCB,3508281.984,Billion Btu
81352,1960,NM,PMTCB,107204.5834,Billion Btu
81357,1965,NM,PMTCB,128634.6856,Billion Btu
81362,1970,NM,PMTCB,155818.5652,Billion Btu
81367,1975,NM,PMTCB,199651.9176,Billion Btu
81372,1980,NM,PMTCB,201607.1773,Billion Btu
81377,1985,NM,PMTCB,188189.1175,Billion Btu
81382,1990,NM,PMTCB,211953.7876,Billion Btu
81387,1995,NM,PMTCB,207396.4808,Billion Btu
81392,2000,NM,PMTCB,245018.4372,Billion Btu
81397,2005,NM,PMTCB,257878.6477,Billion Btu
81401,2009,NM,PMTCB,247337.7781,Billion Btu
81402,1960,TX,PMTCB,1551953.947,Billion Btu
81407,1965,TX,PMTCB,1908986.256,Billion Btu
81412,1970,TX,PMTCB,2469057.693,Billion Btu
81417,1975,TX,PMTCB,3074389.529,Billion Btu
81422,1980,TX,PMTCB,4092185.676,Billion Btu
81427,1985,TX,PMTCB,3998788.656,Billion Btu
81432,1990,TX,PMTCB,4407508.01,Billion Btu
81437,1995,TX,PMTCB,4758067.021,Billion Btu
81442,2000,TX,PMTCB,5444615.299,Billion Btu
81447,2005,TX,PMTCB,5673554.977,Billion Btu
81451,2009,TX,PMTCB,5445681.56,Billion Btu
91572,1960,AZ,SOTCB,0.0,Billion Btu
91577,1965,AZ,SOTCB,0.0,Billion Btu
91582,1970,AZ,SOTCB,0.0,Billion Btu
91587,1975,AZ,SOTCB,0.0,Billion Btu
91592,1980,AZ,SOTCB,0.0,Billion Btu
91597,1985,AZ,SOTCB,0.0,Billion Btu
91602,1990,AZ,SOTCB,3682.45319,Billion Btu
91607,1995,AZ,SOTCB,3944.4461,Billion Btu
91612,2000,AZ,SOTCB,3514.96514,Billion Btu
91617,2005,AZ,SOTCB,2990.7242,Billion Btu
91621,2009,AZ,SOTCB,4732.12723,Billion Btu
91622,1960,CA,SOTCB,0.0,Billion Btu
91627,1965,CA,SOTCB,0.0,Billion Btu
91632,1970,CA,SOTCB,0.0,Billion Btu
91637,1975,CA,SOTCB,0.0,Billion Btu
91642,1980,CA,SOTCB,0.0,Billion Btu
91647,1985,CA,SOTCB,111.05328,Billion Btu
91652,1990,CA,SOTCB,22097.26351,Billion Btu
91657,1995,CA,SOTCB,25428.63311,Billion Btu
91662,2000,CA,SOTCB,23120.78743,Billion Btu
91667,2005,CA,SOTCB,22035.08045,Billion Btu
91671,2009,CA,SOTCB,31397.00543,Billion Btu
91672,1960,NM,SOTCB,0.0,Billion Btu
91677,1965,NM,SOTCB,0.0,Billion Btu
91682,1970,NM,SOTCB,0.0,Billion Btu
91687,1975,NM,SOTCB,0.0,Billion Btu
91692,1980,NM,SOTCB,0.0,Billion Btu
91697,1985,NM,SOTCB,0.0,Billion Btu
91702,1990,NM,SOTCB,582.99977,Billion Btu
91707,1995,NM,SOTCB,600.50254,Billion Btu
91712,2000,NM,SOTCB,452.381,Billion Btu
91717,2005,NM,SOTCB,208.83508,Billion Btu
91721,2009,NM,SOTCB,282.52701,Billion Btu
91722,1960,TX,SOTCB,0.0,Billion Btu
91727,1965,TX,SOTCB,0.0,Billion Btu
91732,1970,TX,SOTCB,0.0,Billion Btu
91737,1975,TX,SOTCB,0.0,Billion Btu
91742,1980,TX,SOTCB,0.0,Billion Btu
91747,1985,TX,SOTCB,0.0,Billion Btu
91752,1990,TX,SOTCB,378.01408,Billion Btu
91757,1995,TX,SOTCB,486.80553,Billion Btu
91762,2000,TX,SOTCB,567.51766,Billion Btu
91767,2005,TX,SOTCB,563.56815,Billion Btu
91771,2009,TX,SOTCB,819.76122,Billion Btu
