,Year,StateCode,MSN,Data,Unit,rate
33262,1980,TX,GETCB,0.0,Billion Btu,0.0
33267,1985,TX,GETCB,0.0,Billion Btu,0.0
33272,1990,TX,GETCB,236.37632,Billion Btu,2.3866441704047448e-05
33277,1995,TX,GETCB,370.3163,Billion Btu,3.473116676839004e-05
33282,2000,TX,GETCB,562.0,Billion Btu,4.66919227613028e-05
33287,2005,TX,GETCB,1161.03664,Billion Btu,0.0001012724610568062
33291,2009,TX,GETCB,2057.02446,Billion Btu,0.00018372119413960112
34212,1960,AZ,HYEGB,32168.50488,Billion Btu,0.10789528943489889
34217,1965,AZ,HYEGB,46399.81125,Billion Btu,0.12571015756525772
34222,1970,AZ,HYEGB,64439.24652,Billion Btu,0.13016700991377975
34227,1975,AZ,HYEGB,75334.5908,Billion Btu,0.11692755112483579
34232,1980,AZ,HYEGB,102013.5153,Billion Btu,0.12143480508870187
34237,1985,AZ,HYEGB,145963.8229,Billion Btu,0.14897871331670925
34242,1990,AZ,HYEGB,77157.62555,Billion Btu,0.06803396583343628
34247,1995,AZ,HYEGB,85470.17673,Billion Btu,0.06736747207751888
34252,2000,AZ,HYEGB,85221.35742,Billion Btu,0.05421734683834307
34257,2005,AZ,HYEGB,64094.23194,Billion Btu,0.03776674752017585
34261,2009,AZ,HYEGB,62730.8872,Billion Btu,0.03615668762353921
34262,1960,CA,HYEGB,187703.853,Billion Btu,0.054461257587354976
34267,1965,CA,HYEGB,319051.8179,Billion Btu,0.07256381915739325
34272,1970,CA,HYEGB,399627.9851,Billion Btu,0.07431202514293568
34277,1975,CA,HYEGB,417308.8107,Billion Btu,0.07403766253558602
34282,1980,CA,HYEGB,423618.4329,Billion Btu,0.06930686432853872
34287,1985,CA,HYEGB,331348.1572,Billion Btu,0.05593794644085731
34292,1990,CA,HYEGB,247413.0471,Billion Btu,0.036691860013713974
34297,1995,CA,HYEGB,495276.7701,Billion Btu,0.07385504794563202
34302,2000,CA,HYEGB,390961.0574,Billion Btu,0.05411765069910004
34307,2005,CA,HYEGB,396224.7832,Billion Btu,0.05388033366507875
34311,2009,CA,HYEGB,272184.017,Billion Btu,0.038900032855495
34312,1960,NM,HYEGB,745.4528,Billion Btu,0.00228706267251013
34317,1965,NM,HYEGB,447.98422,Billion Btu,0.0011109637645171434
34322,1970,NM,HYEGB,690.03297,Billion Btu,0.0012471935984054
34327,1975,NM,HYEGB,659.5635,Billion Btu,0.0011107004772174822
34332,1980,NM,HYEGB,977.49002,Billion Btu,0.0015224980243688706
34337,1985,NM,HYEGB,1336.18175,Billion Btu,0.002122958354985982
34342,1990,NM,HYEGB,2136.93487,Billion Btu,0.002857573145164045
34347,1995,NM,HYEGB,2721.54304,Billion Btu,0.0038229706308158247
34352,2000,NM,HYEGB,2255.97155,Billion Btu,0.002750283254970209
34357,2005,NM,HYEGB,1649.76501,Billion Btu,0.002000536949539261
34361,2009,NM,HYEGB,2644.59888,Billion Btu,0.0031624340077624586
34362,1960,TX,HYEGB,11858.66056,Billion Btu,0.0026693274274454597
34367,1965,TX,HYEGB,7770.917,Billion Btu,0.0015034883992421982
34372,1970,TX,HYEGB,10549.85956,Billion Btu,0.0015591404322213207
34377,1975,TX,HYEGB,19997.35588,Billion Btu,0.0027047911458094715
34382,1980,TX,HYEGB,10171.1505,Billion Btu,0.0011154713151821565
34387,1985,TX,HYEGB,14635.59929,Billion Btu,0.0016710241614841855
34392,1990,TX,HYEGB,18657.28725,Billion Btu,0.0018837887759137327
34397,1995,TX,HYEGB,17564.92458,Billion Btu,0.0016473763776052345
34402,2000,TX,HYEGB,8456.25156,Billion Btu,0.0007025598659958476
34407,2005,TX,HYEGB,13324.26754,Billion Btu,0.0011622211729296647
34411,2009,TX,HYEGB,10039.69525,Billion Btu,0.0008966858858487669
62732,1960,AZ,NGTCB,140274.585,Billion Btu,0.470490220338003
62737,1965,AZ,NGTCB,166063.384,Billion Btu,0.44991248037587434
62742,1970,AZ,NGTCB,204382.7089,Billion Btu,0.4128522217796947
62747,1975,AZ,NGTCB,164345.6261,Billion Btu,0.25508244478246894
62752,1980,AZ,NGTCB,173977.1714,Billion Btu,0.20709887152416045
62757,1985,AZ,NGTCB,137315.0258,Billion Btu,0.1401512748590441
62762,1990,AZ,NGTCB,130781.2465,Billion Btu,0.11531675310911907
62767,1995,AZ,NGTCB,127944.6977,Billion Btu,0.10084582926509814
62772,2000,AZ,NGTCB,208137.0766,Billion Btu,0.13241563398628367
62777,2005,AZ,NGTCB,329301.673,Billion Btu,0.19403701028518025
62781,2009,AZ,NGTCB,376674.7907,Billion Btu,0.2171069683676005
62782,1960,CA,NGTCB,1301826.105,Billion Btu,0.377717802299711
62787,1965,CA,NGTCB,1813213.342,Billion Btu,0.41238970493469995
62792,1970,CA,NGTCB,2241295.478,Billion Btu,0.4167756316470342
62797,1975,CA,NGTCB,1937321.759,Billion Btu,0.34371374612266226
62802,1980,CA,NGTCB,1890886.554,Billion Btu,0.3093619344219431
62807,1985,CA,NGTCB,1925458.889,Billion Btu,0.32505452004654944
62812,1990,CA,NGTCB,2101602.035,Billion Btu,0.3116718725087656
62817,1995,CA,NGTCB,2109955.873,Billion Btu,0.3146339613952003
62822,2000,CA,NGTCB,2456438.192,Billion Btu,0.34002533378298777
62827,2005,CA,NGTCB,2304462.868,Billion Btu,0.31337067622029635
62831,2009,CA,NGTCB,2391376.808,Billion Btu,0.3417711202383672
62832,1960,NM,NGTCB,207301.185,Billion Btu,0.6360037847877381
62837,1965,NM,NGTCB,224252.552,Billion Btu,0.5561277568493292
62842,1970,NM,NGTCB,292521.9324,Billion Btu,0.5287160140803956
62847,1975,NM,NGTCB,255637.1358,Billion Btu,0.4304912093036839
62852,1980,NM,NGTCB,231330.1814,Billion Btu,0.36031032230732385
62857,1985,NM,NGTCB,162311.5483,Billion Btu,0.25788457114774677
62862,1990,NM,NGTCB,251469.9307,Billion Btu,0.3362731035338402
62867,1995,NM,NGTCB,219475.7233,Billion Btu,0.3082990906338782
62872,2000,NM,NGTCB,259018.0439,Billion Btu,0.3157721509711895
62877,2005,NM,NGTCB,225351.9866,Billion Btu,0.27326617616006804
62881,2009,NM,NGTCB,247119.5569,Billion Btu,0.29550768422156704
62882,1960,TX,NGTCB,2815482.555,Billion Btu,0.6337515748537219
62887,1965,TX,NGTCB,3181455.854,Billion Btu,0.6155363606624779
62892,1970,TX,NGTCB,4203877.355,Billion Btu,0.6212817449372874
62897,1975,TX,NGTCB,4046930.491,Billion Btu,0.547377454571918
62902,1980,TX,NGTCB,4226104.775,Billion Btu,0.463477425829737
62907,1985,TX,NGTCB,3514372.642,Billion Btu,0.4012546039883422
62912,1990,TX,NGTCB,3877832.712,Billion Btu,0.39153697104259944
62917,1995,TX,NGTCB,4037538.724,Billion Btu,0.37867204537601157
62922,2000,TX,NGTCB,4550105.655,Billion Btu,0.3780305725961336
62927,2005,TX,NGTCB,3625116.415,Billion Btu,0.31620402691552985
62931,2009,TX,NGTCB,3462210.402,Billion Btu,0.3092240475438918
66892,1960,AZ,NUETB,0.0,Billion Btu,0.0
66897,1965,AZ,NUETB,0.0,Billion Btu,0.0
66902,1970,AZ,NUETB,0.0,Billion Btu,0.0
66907,1975,AZ,NUETB,0.0,Billion Btu,0.0
66912,1980,AZ,NUETB,0.0,Billion Btu,0.0
66917,1985,AZ,NUETB,12004.66574,Billion Btu,0.012252622740414547
66922,1990,AZ,NUETB,217964.745,Billion Btu,0.19219106223809462
66927,1995,AZ,NUETB,283526.2151,Billion Btu,0.22347496062085023
66932,2000,AZ,NUETB,316838.975,Billion Btu,0.20157116853725077
66937,2005,AZ,NUETB,269326.5065,Billion Btu,0.15869737203494916
66941,2009,AZ,NUETB,320722.9615,Billion Btu,0.18485757894162053
66942,1960,CA,NUETB,0.51168,Billion Btu,1.4846118413082225e-07
66947,1965,CA,NUETB,3192.78133,Billion Btu,0.0007261529132294014
66952,1970,CA,NUETB,34375.38659,Billion Btu,0.006392206471563781
66957,1975,CA,NUETB,66855.44071,Billion Btu,0.011861289364228752
66962,1980,CA,NUETB,53664.94933,Billion Btu,0.008779951658265565
66967,1985,CA,NUETB,209564.9433,Billion Btu,0.035378595955555536
66972,1990,CA,NUETB,345955.2837,Billion Btu,0.051305874889429406
66977,1995,CA,NUETB,317794.0496,Billion Btu,0.04738904827962284
66982,2000,CA,NUETB,366845.3417,Billion Btu,0.05077950268177425
66987,2005,CA,NUETB,377312.5155,Billion Btu,0.05130856294995683
66991,2009,CA,NUETB,332249.3898,Billion Btu,0.047484464083863406
66992,1960,NM,NUETB,0.0,Billion Btu,0.0
66997,1965,NM,NUETB,0.0,Billion Btu,0.0
67002,1970,NM,NUETB,0.0,Billion Btu,0.0
67007,1975,NM,NUETB,0.0,Billion Btu,0.0
67012,1980,NM,NUETB,0.0,Billion Btu,0.0
67017,1985,NM,NUETB,0.0,Billion Btu,0.0
67022,1990,NM,NUETB,0.0,Billion Btu,0.0
67027,1995,NM,NUETB,0.0,Billion Btu,0.0
67032,2000,NM,NUETB,0.0,Billion Btu,0.0
67037,2005,NM,NUETB,0.0,Billion Btu,0.0
67041,2009,NM,NUETB,0.0,Billion Btu,0.0
67042,1960,TX,NUETB,0.0,Billion Btu,0.0
67047,1965,TX,NUETB,0.0,Billion Btu,0.0
67052,1970,TX,NUETB,0.0,Billion Btu,0.0
67057,1975,TX,NUETB,0.0,Billion Btu,0.0
67062,1980,TX,NUETB,0.0,Billion Btu,0.0
67067,1985,TX,NUETB,0.0,Billion Btu,0.0
67072,1990,TX,NUETB,167822.6682,Billion Btu,0.01694471733553089
67077,1995,TX,NUETB,379841.9718,Billion Btu,0.0356245589735583
67082,2000,TX,NUETB,391669.5112,Billion Btu,0.03254057395891036
67087,2005,TX,NUETB,398994.297,Billion Btu,0.034802635001097176
67091,2009,TX,NUETB,434065.0738,Billion Btu,0.03876811153370052
81252,1960,AZ,PMTCB,121479.9737,Billion Btu,0.40745185304071874
81257,1965,AZ,PMTCB,145912.6723,Billion Btu,0.39531852676665397
81262,1970,AZ,PMTCB,213266.2588,Billion Btu,0.4307969556235947
81267,1975,AZ,PMTCB,306741.7805,Billion Btu,0.47609690104717345
81272,1980,AZ,PMTCB,301248.1394,Billion Btu,0.35859963244863385
81277,1985,AZ,PMTCB,316908.9021,Billion Btu,0.32345467209237494
81282,1990,AZ,PMTCB,347127.6117,Billion Btu,0.3060808041447063
81287,1995,AZ,PMTCB,408050.8462,Billion Btu,0.32162509824245744
81292,2000,AZ,PMTCB,511434.6574,Billion Btu,0.32537184392345203
81297,2005,AZ,PMTCB,577544.9484,Billion Btu,0.3403113445246441
81301,2009,AZ,PMTCB,520822.3276,Billion Btu,0.30019040136256525
81302,1960,CA,PMTCB,1838667.342,Billion Btu,0.5334793832395082
81307,1965,CA,PMTCB,2098227.899,Billion Btu,0.4772122309666777
81312,1970,CA,PMTCB,2518242.369,Billion Btu,0.468274738552923
81317,1975,CA,PMTCB,2997279.259,Billion Btu,0.5317681884801704
81322,1980,CA,PMTCB,3509565.923,Billion Btu,0.5741889171636746
81327,1985,CA,PMTCB,3148547.664,Billion Btu,0.5315354462315941
81332,1990,CA,PMTCB,3538334.141,Billion Btu,0.5247421771206863
81337,1995,CA,PMTCB,3339422.545,Billion Btu,0.4979704824878067
81342,2000,CA,PMTCB,3588427.106,Billion Btu,0.496717616770213
81347,2005,CA,PMTCB,3785846.076,Billion Btu,0.514815474519538
81351,2009,CA,PMTCB,3508281.984,Billion Btu,0.5013971281199117
81352,1960,NM,PMTCB,107204.5834,Billion Btu,0.3289056007518371
81357,1965,NM,PMTCB,128634.6856,Billion Btu,0.31900336704193544
81362,1970,NM,PMTCB,155818.5652,Billion Btu,0.2816327994155909
81367,1975,NM,PMTCB,199651.9176,Billion Btu,0.3362124801565057
81372,1980,NM,PMTCB,201607.1773,Billion Btu,0.3140150005192223
81377,1985,NM,PMTCB,188189.1175,Billion Btu,0.2989994881415374
81382,1990,NM,PMTCB,211953.7876,Billion Btu,0.2834309365084037
81387,1995,NM,PMTCB,207396.4808,Billion Btu,0.291331293821081
81392,2000,NM,PMTCB,245018.4372,Billion Btu,0.29870505458729285
81397,2005,NM,PMTCB,257878.6477,Billion Btu,0.3127086343169975
81401,2009,NM,PMTCB,247337.7781,Billion Btu,0.29576863500291756
81402,1960,TX,PMTCB,1551953.947,Billion Btu,0.34933736537099574
81407,1965,TX,PMTCB,1908986.256,Billion Btu,0.3693436296139564
81412,1970,TX,PMTCB,2469057.693,Billion Btu,0.3648965805421012
81417,1975,TX,PMTCB,3074389.529,Billion Btu,0.4158340545974497
81422,1980,TX,PMTCB,4092185.676,Billion Btu,0.4487905019178806
81427,1985,TX,PMTCB,3998788.656,Billion Btu,0.45656295505511024
81432,1990,TX,PMTCB,4407508.01,Billion Btu,0.4450172207638531
81437,1995,TX,PMTCB,4758067.021,Billion Btu,0.4462488397122346
81442,2000,TX,PMTCB,5444615.299,Billion Btu,0.4523479662026966
81447,2005,TX,PMTCB,5673554.977,Billion Btu,0.49488091561165665
81451,2009,TX,PMTCB,5445681.56,Billion Btu,0.4863758980810592
91572,1960,AZ,SOTCB,0.0,Billion Btu,0.0
91577,1965,AZ,SOTCB,0.0,Billion Btu,0.0
91582,1970,AZ,SOTCB,0.0,Billion Btu,0.0
91587,1975,AZ,SOTCB,0.0,Billion Btu,0.0
91592,1980,AZ,SOTCB,0.0,Billion Btu,0.0
91597,1985,AZ,SOTCB,0.0,Billion Btu,0.0
91602,1990,AZ,SOTCB,3682.45319,Billion Btu,0.003247014053709283
91607,1995,AZ,SOTCB,3944.4461,Billion Btu,0.0031090068216713777
91612,2000,AZ,SOTCB,3514.96514,Billion Btu,0.0022362009933831572
91617,2005,AZ,SOTCB,2990.7242,Billion Btu,0.0017622479019580852
91621,2009,AZ,SOTCB,4732.12723,Billion Btu,0.0027274928458201992
91622,1960,CA,SOTCB,0.0,Billion Btu,0.0
91627,1965,CA,SOTCB,0.0,Billion Btu,0.0
91632,1970,CA,SOTCB,0.0,Billion Btu,0.0
91637,1975,CA,SOTCB,0.0,Billion Btu,0.0
91642,1980,CA,SOTCB,0.0,Billion Btu,0.0
91647,1985,CA,SOTCB,111.05328,Billion Btu,1.874793112240532e-05
91652,1990,CA,SOTCB,22097.26351,Billion Btu,0.003277069293226735
91657,1995,CA,SOTCB,25428.63311,Billion Btu,0.0037918857311877298
91662,2000,CA,SOTCB,23120.78743,Billion Btu,0.0032004279565489096
91667,2005,CA,SOTCB,22035.08045,Billion Btu,0.0029964240939052236
91671,2009,CA,SOTCB,31397.00543,Billion Btu,0.004487201549351647
91672,1960,NM,SOTCB,0.0,Billion Btu,0.0
91677,1965,NM,SOTCB,0.0,Billion Btu,0.0
91682,1970,NM,SOTCB,0.0,Billion Btu,0.0
91687,1975,NM,SOTCB,0.0,Billion Btu,0.0
91692,1980,NM,SOTCB,0.0,Billion Btu,0.0
91697,1985,NM,SOTCB,0.0,Billion Btu,0.0
91702,1990,NM,SOTCB,582.99977,Billion Btu,0.0007796047084901632
91707,1995,NM,SOTCB,600.50254,Billion Btu,0.0008435301372820857
91712,2000,NM,SOTCB,452.381,Billion Btu,0.0005515033596796368
91717,2005,NM,SOTCB,208.83508,Billion Btu,0.0002532374558604486
91721,2009,NM,SOTCB,282.52701,Billion Btu,0.00033784822011852483
91722,1960,TX,SOTCB,0.0,Billion Btu,0.0
91727,1965,TX,SOTCB,0.0,Billion Btu,0.0
91732,1970,TX,SOTCB,0.0,Billion Btu,0.0
91737,1975,TX,SOTCB,0.0,Billion Btu,0.0
91742,1980,TX,SOTCB,0.0,Billion Btu,0.0
91747,1985,TX,SOTCB,0.0,Billion Btu,0.0
91752,1990,TX,SOTCB,378.01408,Billion Btu,3.816732151354725e-05
91757,1995,TX,SOTCB,486.80553,Billion Btu,4.565644030847278e-05
91762,2000,TX,SOTCB,567.51766,Billion Btu,4.7150339406397336e-05
91767,2005,TX,SOTCB,563.56815,Billion Btu,4.9157736765078576e-05
91771,2009,TX,SOTCB,819.76122,Billion Btu,7.321619804547013e-05
104824,1960,AZ,WYEGB,0.0,Billion Btu,0.0
104829,1965,AZ,WYEGB,0.0,Billion Btu,0.0
104834,1970,AZ,WYEGB,0.0,Billion Btu,0.0
104839,1975,AZ,WYEGB,0.0,Billion Btu,0.0
104844,1980,AZ,WYEGB,0.0,Billion Btu,0.0
104849,1985,AZ,WYEGB,0.0,Billion Btu,0.0
104854,1990,AZ,WYEGB,0.0,Billion Btu,0.0
104859,1995,AZ,WYEGB,0.0,Billion Btu,0.0
104864,2000,AZ,WYEGB,0.0,Billion Btu,0.0
104869,2005,AZ,WYEGB,0.0,Billion Btu,0.0
104873,2009,AZ,WYEGB,288.3592,Billion Btu,0.00016620382690480534
104874,1960,CA,WYEGB,0.0,Billion Btu,0.0
104879,1965,CA,WYEGB,0.0,Billion Btu,0.0
104884,1970,CA,WYEGB,0.0,Billion Btu,0.0
104889,1975,CA,WYEGB,0.0,Billion Btu,0.0
104894,1980,CA,WYEGB,0.0,Billion Btu,0.0
104899,1985,CA,WYEGB,27.83405,Billion Btu,4.698923365951783e-06
104904,1990,CA,WYEGB,28697.88016,Billion Btu,0.004255954218515664
104909,1995,CA,WYEGB,31830.63818,Billion Btu,0.00474654466117866
104914,2000,CA,WYEGB,35887.35262,Billion Btu,0.004967602723709517
104919,2005,CA,WYEGB,42618.02787,Billion Btu,0.005795380953301322
104923,2009,CA,WYEGB,56996.57722,Billion Btu,0.00814584467870778
104924,1960,NM,WYEGB,0.0,Billion Btu,0.0
104929,1965,NM,WYEGB,0.0,Billion Btu,0.0
104934,1970,NM,WYEGB,0.0,Billion Btu,0.0
104939,1975,NM,WYEGB,0.0,Billion Btu,0.0
104944,1980,NM,WYEGB,0.0,Billion Btu,0.0
104949,1985,NM,WYEGB,0.0,Billion Btu,0.0
104954,1990,NM,WYEGB,0.0,Billion Btu,0.0
104959,1995,NM,WYEGB,0.0,Billion Btu,0.0
104964,2000,NM,WYEGB,0.0,Billion Btu,0.0
104969,2005,NM,WYEGB,7945.50537,Billion Btu,0.00963487343900427
104973,2009,NM,WYEGB,15095.96768,Billion Btu,0.018051887540432954
104974,1960,TX,WYEGB,0.0,Billion Btu,0.0
104979,1965,TX,WYEGB,0.0,Billion Btu,0.0
104984,1970,TX,WYEGB,0.0,Billion Btu,0.0
104989,1975,TX,WYEGB,0.0,Billion Btu,0.0
104994,1980,TX,WYEGB,0.0,Billion Btu,0.0
104999,1985,TX,WYEGB,0.0,Billion Btu,0.0
105004,1990,TX,WYEGB,0.0,Billion Btu,0.0
105009,1995,TX,WYEGB,0.0,Billion Btu,0.0
105014,2000,TX,WYEGB,5020.38135,Billion Btu,0.0004171018829652759
